record_type,record_id,person_key,display_name,role,claim_type,claim_value,event_type,organization_name,event_year,source_key,source_url,source_type,status,confidence,priority,review_action,match_features_json,reconciliation_notes
career_event,102,,"Patrick Kevin Gleeson, MD, MSCE",attending_or_outcome_candidate,penn_training_history_candidate,penn_training_history_candidate: University of Pennsylvania / Penn Medicine,attending_profile_training_history_candidate,University of Pennsylvania / Penn Medicine,,penn_attending_profile_providers_profile_patrick_gleeson_42e3bf9ca1,https://www3.pennmedicine.org/providers/profile/patrick-gleeson,career_event,needs_review,0.78,122,Review official profile training-history claim and reconcile to a Penn trainee identity or independent public anchor.,"[""official_penn_profile"", ""profile_name_match"", ""structured_provider_training_field"", ""penn_training_language""]",Career-event candidate; link to prior Penn trainee identity only after source/profile evidence agrees.
npi_candidate,npi_candidate_cdcd5b20c4a3a326,person_nicole-utah-md_3ac310f25763,"Nicole Utah, MD",resident,npi_candidate,1205639960: NICOLE NKECHINYERE UTAH MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1205639960,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_c5cecfcbcfea99e0,person_nicole-zanolli-md_2454b84c612e,"Nicole Zanolli, MD",resident,npi_candidate,1427752328: NICOLE CURNEN ZANOLLI MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1427752328,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_a82b29bf82ba019b,nicolette johnson,Nicolette Johnson MD,resident,npi_candidate,"1346095486: NICOLETTE MICHELE JOHNSON MD, PhD / Student in an Organized Health Care Education/Training Program / PA",,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1346095486,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_34f733063b853215,nikita dave,"Nikita Dave, MD",fellow,npi_candidate,1730708645: NIKITA KAUSHIK DAVE MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1730708645,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_ee8b9dcb48250051,nishwant swami,Nishwant Swami MD MPH,resident,npi_candidate,1356044507: NISHWANT SWAMI / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1356044507,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_b1836740cde77c18,person_nithya-kanagasegar-md_45b9ce5b6129,"Nithya Kanagasegar, MD",resident,npi_candidate,1376247254: NITHYA KANAGASEGAR / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1376247254,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_3a136e0dfb351fe2,person_nitin-vaswani-md_2866dbdfa0f5,"Nitin Vaswani, MD",resident,npi_candidate,"1881444081: NITIN VASWANI MD, MPH, MBA / Student in an Organized Health Care Education/Training Program / PA",,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1881444081,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_364c9b234b1b646b,noah silverstein,"Noah Silverstein, MD, PhD",fellow,npi_candidate,1922701952: NOAH JACOB SILVERSTEIN / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1922701952,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_d85e57172d554bd0,person_noelle-ohanesian-md_9dbe39cbe5bc,"Noelle Ohanesian, MD",resident,npi_candidate,1912657941: NOELLE OHANESIAN MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1912657941,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_fa09ded782280889,person_noor-kawmi-md_ace29a251308,"Noor Kawmi, MD",resident,npi_candidate,1326722125: NOOR KAWMI MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1326722125,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_6750861d31ff14c4,person_noor-shaik-md-phd_99e8e97d35f0,"Noor Shaik, MD, PhD",resident,npi_candidate,"1346980505: NOOR FATHIMA SHAIK MD, PhD / Student in an Organized Health Care Education/Training Program / PA",,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1346980505,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_24b2554bfe7f52c8,person_obianeze-okolo-md_e4a62b77e029,"Obianeze Okolo, MD",resident,npi_candidate,"1457153694: OBIANEZE OKOLO MD, MBA / Student in an Organized Health Care Education/Training Program / PA",,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1457153694,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_af36f8805b44f90c,olivia duffield,"Olivia Duffield, MD",resident,npi_candidate,1306696471: OLIVIA DUFFIELD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1306696471,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_1d9a0345ce4f7541,person_olivia-etienne_ca80281f0db1,Olivia Etienne,resident,npi_candidate,1144023482: OLIVIA ANN ETIENNE MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1144023482,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_09f0452a8b5f4e55,person_olivia-howell_91a18c9b6e97,Olivia Howell,resident,npi_candidate,1497515688: OLIVIA HOWELL / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1497515688,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_085bac4891890127,person_olivia-leung-md_833eea391cdc,"Olivia Leung, MD",resident,npi_candidate,1477203487: OLIVIA LEUNG MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1477203487,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_858d8ea6552695c6,person_olivia-prosak-md_1afb6d46cc87,"Olivia Prosak, MD",resident,npi_candidate,1740084573: OLIVIA LINO PROSAK MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1740084573,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_f13b5a4f3b6137a1,omar ani,Omar Ani MD,resident,npi_candidate,1851145262: OMAR ANI MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1851145262,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_82827703ddbf0763,omar elghawy,Omar Elghawy MD,resident,npi_candidate,1114620200: OMAR ELGHAWY / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1114620200,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_a5c57cfc66142531,person_omar-toubat-md-phd_e3ad6a94dd29,"Omar Toubat, MD, PhD",resident,npi_candidate,"1578267449: OMAR TOUBAT MD, PhD / Student in an Organized Health Care Education/Training Program / PA",,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1578267449,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_183bc5e3a6edaf6f,person_patrice-basada-md_f405a38437e6,"Patrice Basada, MD",resident,npi_candidate,1700688777: PATRICE BASADA MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1700688777,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_4d83e7bd12badb76,person_paula-igwe-md_34d56a3d4683,"Paula Igwe, MD",resident,npi_candidate,1740082015: PAULA IGWE / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1740082015,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_99b0feb7121baf12,pearl subramanian,Pearl Subramanian MD,resident,npi_candidate,1174377576: PEARL SUBRAMANIAN / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1174377576,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_4b812f0b257fb778,person_perry-kerner-md_cb36b3e5ef1b,"Perry Kerner, MD",resident,npi_candidate,1467155440: PERRY A KERNER MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1467155440,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_727e223b6e9e113c,peter daniels,Peter Daniels MD,resident,npi_candidate,1679369888: PETER TRASK DANIELS / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1679369888,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_b74f3e02049b3175,person_peter-park-md_1baf63ee2b57,"Peter Park, MD",resident,npi_candidate,1881446987: PETER SANG UK PARK / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1881446987,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_482f394aa23081d5,person_peter-spurrell-md_a07299fd0a95,"Peter Spurrell, MD",resident,npi_candidate,1215687249: PETER D SPURRELL / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1215687249,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_5e967efb02d155ff,person_peyton-terry_5c0ad67391c4,Peyton Terry,resident,npi_candidate,1790435527: PEYTON HAMILTON TERRY / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1790435527,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_7bddb1cfc2a7931f,person_philip-mannes-md_c870c8995ac2,"Philip Mannes, MD",resident,npi_candidate,1750183067: PHILIP MANNES / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1750183067,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_e6bc4a68bcdb5cb6,person_phoebe-mcauliffe-md_e1efa8e3eddf,"Phoebe McAuliffe, MD",resident,npi_candidate,1366186710: PHOEBE MCAULIFFE MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1366186710,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_5f7ede0f80c47650,person_pichayut-nithagon-md_5cbf88fc6e07,"Pichayut Nithagon, MD",fellow,npi_candidate,1922672849: PICHAYUT NITHAGON MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1922672849,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_24b815037069601b,person_pooja-humar-md_638ee56d087d,"Pooja Humar, MD",resident,npi_candidate,1518727494: POOJA HUMAR / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1518727494,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_c9ca9f1f4752477b,pranav rekapalli,Pranav Rekapalli MD,resident,npi_candidate,1619720653: PRANAV SWAROOP REKAPALLI MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1619720653,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_f9881aaf93e0a663,person_pravin-patel-md-phd_688136ec0cca,"Pravin Patel, MD, PhD",resident,npi_candidate,1255191847: PRAVIN PATEL MD/PhD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1255191847,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_02c920588fa38a01,person_priya-thomas-md_6bad0015165e,"Priya Thomas, MD",resident,npi_candidate,1306696497: PRIYA THOMAS MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1306696497,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_b27d7e2939efd3c8,person_pushpak-pondugula-md_bd8c62d626fe,"Pushpak Pondugula, MD",resident,npi_candidate,1528703386: PUSHPAK PONDUGULA / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1528703386,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_04690cf330fdd942,putzer hung,"Putzer Hung, MD, PhD",fellow,npi_candidate,"1154940062: PUTZER JOSEPH HUNG MD, PhD / Student in an Organized Health Care Education/Training Program / PA",,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1154940062,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_3f89c1cabfd2aafe,person_qing-yu-md_e62a88036c94,"Qing Yu, MD",resident,npi_candidate,1336841238: QING YU MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1336841238,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_80f4e9ed797bfaa8,raashi mamtani,"Raashi Mamtani, DO",fellow,npi_candidate,1245893965: RAASHI MAMTANI DO / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1245893965,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_a4351223a5756e6c,person_rachael-c-acker-md_6cfa1dd1ce36,"Rachael C. Acker, MD",resident,npi_candidate,1558948711: RACHAEL ACKER MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1558948711,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_6a479566d09c9919,rachel burriss,"Rachel Burriss, MD",resident,npi_candidate,1174383087: RACHEL ANN BURRISS MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1174383087,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_4ec45132046a78c8,person_rachel-flaugh-md_86b3b2d22ed1,"Rachel Flaugh, MD*",resident,npi_candidate,1346990009: RACHEL ANN FLAUGH / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1346990009,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_e1c977a326530275,rachel hirshorn,"Rachel Hirshorn, MD",fellow,npi_candidate,1194344903: RACHEL HIRSHORN MD / Internal Medicine / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1194344903,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_14ff6d38ce28b13e,rachel lutz,Rachel Lutz,resident,npi_candidate,1376338137: RACHEL LUTZ MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1376338137,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_dc18e562f280f6dd,rachel parks,Rachel Parks,resident,npi_candidate,"1114729647: RACHEL ELANA PARKS MD, PhD / Student in an Organized Health Care Education/Training Program / PA",,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1114729647,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
npi_candidate,npi_candidate_7bdfc582f1cdada6,person_rachel-todd-md_73624d39daa6,"Rachel Todd, MD",resident,npi_candidate,1184426256: RACHEL TODD MD / Student in an Organized Health Care Education/Training Program / PA,,,,nppes_npi_registry,https://npiregistry.cms.hhs.gov/provider-view/1184426256,licensure_api,needs_review,0.73,105,"Review NPI name, taxonomy, PA/location, and official profile or roster context before using as an identity anchor.","[""exact_first_last_name"", ""state_location_match"", ""philadelphia_location"", ""student_or_training_taxonomy""]","NPPES/NPI candidate; use as secondary identity anchor only after name, location, taxonomy, and source context agree."
